snapped_at,price,market_cap,total_volume
2015-08-07 00:00:00 UTC,2.58021325643,0.0,82576.08214527354
2015-08-08 00:00:00 UTC,1.1753055800399999,70955050.35880825,325075.8781479037
2015-08-10 00:00:00 UTC,0.6241159861086476,37720325.71313036,363498.0010242884
2015-08-11 00:00:00 UTC,0.9666065501116752,58445812.85574874,1375588.0345610292
2015-08-12 00:00:00 UTC,1.1262920464229091,68130060.26380074,1858813.5361937447
2015-08-13 00:00:00 UTC,1.63667299240258,99047776.8060092,3927292.1826117085
2015-08-14 00:00:00 UTC,1.643556536785306,99510627.79967137,3920483.842193903
2015-08-15 00:00:00 UTC,1.5050360701423808,91165281.32426453,2269451.3345353017
2015-08-16 00:00:00 UTC,1.329390858382561,80559771.25042425,2730304.455398455
2015-08-17 00:00:00 UTC,1.086774401821184,78820671.79253332,1697221.1808856346
2015-08-18 00:00:00 UTC,1.162146656827125,84307202.87786327,1538182.5149242037
2015-08-19 00:00:00 UTC,1.1264747268970572,81756770.18273386,1382265.8822081806
2015-08-20 00:00:00 UTC,1.32127373022701,95921466.91674466,2641960.2242327584
2015-08-21 00:00:00 UTC,1.234768297574952,89672775.63771336,1530279.8798826644
2015-08-22 00:00:00 UTC,1.212313599870582,88074007.18163784,803035.3943272841
2015-08-23 00:00:00 UTC,1.18989842008167,86475992.61876948,1414248.663390271
2015-08-24 00:00:00 UTC,1.075011665947355,78153509.36612259,600623.6403621833
2015-08-25 00:00:00 UTC,1.007325395444375,73259361.17757884,913902.8079556505
2015-08-26 00:00:00 UTC,0.9881532544395264,71889147.29526252,1016449.0386466736
2015-08-27 00:00:00 UTC,1.008195828589645,73371169.13077942,606025.4127382996
2015-08-28 00:00:00 UTC,1.0631215582868692,77393357.0869103,639519.5057244771
2015-08-29 00:00:00 UTC,1.049877534069459,76451971.79379693,542844.8785342219
2015-08-30 00:00:00 UTC,1.181657675123741,86072849.02413477,934342.5147235927
2015-08-31 00:00:00 UTC,1.2061060356041169,87878550.18044509,1066843.2840051195
2015-09-01 00:00:00 UTC,1.195145076581721,87103493.81658545,540039.8202875246
2015-09-02 00:00:00 UTC,1.139929164862748,83100003.97020398,561354.3358737229
2015-09-03 00:00:00 UTC,1.135614590809618,82803837.55930325,525124.8819517562
2015-09-04 00:00:00 UTC,1.1386593297769942,83051870.09977667,299125.56458778714
2015-09-05 00:00:00 UTC,1.1973684632113808,87362619.32599448,314653.82470488286
2015-09-06 00:00:00 UTC,1.165144214447698,85040491.46859449,284781.9283826546
2015-09-07 00:00:00 UTC,1.12527696881736,82157911.84787554,436240.656697069
2015-09-08 00:00:00 UTC,1.1030112969133707,80559323.50921854,374039.9859065694
2015-09-09 00:00:00 UTC,1.0757626841382808,78596684.74039324,327913.8690652865
2015-09-10 00:00:00 UTC,1.033980879477324,75569898.7905963,566518.0777034771
2015-09-11 00:00:00 UTC,0.8613952682985331,62978068.13028552,1677531.3271751709
2015-09-12 00:00:00 UTC,0.9159539152080788,66990634.43076578,706348.9824916894
2015-09-13 00:00:00 UTC,0.8268021644373756,60490632.24291358,580381.1071403251
2015-09-14 00:00:00 UTC,0.7726239976947372,56545016.51872776,653454.529939069
2015-09-15 00:00:00 UTC,0.8356865122366117,61181115.15118225,644022.1948977779
2015-09-16 00:00:00 UTC,0.7999911148506679,58587913.28982464,557439.517185369
2015-09-17 00:00:00 UTC,0.7733880317895442,56657954.77690341,797582.6919098092
2015-09-18 00:00:00 UTC,0.7484130395035085,54846536.53610642,423363.1720914297
2015-09-19 00:00:00 UTC,0.7802164861835147,57197030.8245948,343010.39772022533
2015-09-20 00:00:00 UTC,0.8292876522823589,60816659.99997038,455980.52881993615
2015-09-21 00:00:00 UTC,0.80553154572731,59094680.27925576,383730.96365713037
2015-09-22 00:00:00 UTC,0.8063010060938983,59169085.0615608,436554.85164713213
2015-09-23 00:00:00 UTC,0.7991531471557334,58667558.70350025,182405.86465903558
2015-09-24 00:00:00 UTC,0.7297770203821172,53592631.39691644,731767.5036398098
2015-09-25 00:00:00 UTC,0.6612865928251096,48579997.7757221,804731.8738005097
2015-09-26 00:00:00 UTC,0.6947106748177924,51052307.56693634,338623.1825404874
2015-09-27 00:00:00 UTC,0.6445473691549027,47381692.26868331,364895.8105597044
2015-09-28 00:00:00 UTC,0.5189171156070101,38158321.01594599,1080502.493799577
2015-09-29 00:00:00 UTC,0.5844176735714195,42988773.47995692,832101.3737532664
2015-09-30 00:00:00 UTC,0.6577404376023483,48397932.51980632,573105.8702778423
2015-10-01 00:00:00 UTC,0.6127903925045172,45106345.68236764,526143.1135838372
2015-10-02 00:00:00 UTC,0.6031661430122068,44413418.15716295,197097.05453870984
2015-10-03 00:00:00 UTC,0.6132383133689955,45170438.13727453,146130.56937731008
2015-10-04 00:00:00 UTC,0.5953536548023176,43867815.442833416,93083.09755252714
2015-10-05 00:00:00 UTC,0.5614483455760293,41383366.59607918,198077.91900407808
2015-10-06 00:00:00 UTC,0.5727224648580884,42228201.86790252,238189.92831989622
2015-10-07 00:00:00 UTC,0.5426216697117027,40014541.65022504,192773.90567116733
2015-10-08 00:00:00 UTC,0.5523427825994872,40731405.53209224,275404.64016683697
2015-10-09 00:00:00 UTC,0.5729121172064076,42248249.66547035,333862.44493135245
2015-10-10 00:00:00 UTC,0.5544475391973266,40928907.05236764,128141.03748631565
2015-10-11 00:00:00 UTC,0.5607158078928557,41391626.00895277,76641.83022605057
2015-10-12 00:00:00 UTC,0.5537302892096545,40875960.18904268,95896.90286181038
2015-10-13 00:00:00 UTC,0.5293815274409757,39078552.61336252,261004.27133890413
2015-10-14 00:00:00 UTC,0.4511822911867249,33355780.45639304,823463.969010412
2015-10-15 00:00:00 UTC,0.4935252156365512,36500199.58870001,330977.2050489077
